COUNTRY,CNT,EU,LEVEL,EXPLICIT,SCHOOLID,CLASSID,TEID,FSTWT,N_Teachers_Part,N_Students_Part,TE01Q01,TE01Q02,TE02Q01,TE03Q01,TE04Q01,TE04Q02,TE04Q03,TE05Q01,TE05Q02,TE06Q01,TE07Q01,TE08Q01,TE08Q02,TE08Q03,TE09Q01,TE09Q02,TE09Q03,TE09Q04,TE09Q05,TE09Q06,TE09Q07,TE09Q08,TE09Q09,TE10Q01,TE11Q01,TE12Q01,TE12Q02,TE13Q01,TE14Q01,TE14Q02,TE14Q03,TE14Q04,TE14Q05,TE14Q06,TE14Q07,TE14Q08,TE14Q09,TE14Q10,TE14Q11,TE15Q01,TE16Q01,TE16Q02,TE16Q03,TE16Q04,TE16Q05,TE17Q01,TE18Q01,TE18Q02,TE18Q03,TE18Q04,TE18Q05,TE18Q06,TE18Q07,TE18Q08,TE18Q09,TE18Q10,TE18Q11,TE19Q01,TE19Q02,TE19Q03,TE19Q04,TE20Q01,TE20Q02,TE20Q03,TE20Q04,TE20Q05,TE20Q06,TE20Q07,TE20Q08,TE20Q09,TE20Q10,TE20Q11,TE20Q12,TE20Q13,TE20Q14,TE20Q15,TE20Q16,TE20Q17,TE20Q18,TE20Q19,TE20Q20,TE20Q21,TE21Q01,TE21Q02,TE21Q03,TE21Q04,TE21Q05,TE21Q06,TE21Q07,TE21Q08,TE21Q09,TE21Q10,TE21Q11,TE22Q01,TE22Q02,TE22Q03,TE22Q04,TE22Q05,TE22Q06,TE22Q07,TE22Q08,TE22Q09,TE22Q10,TE22Q11,TE22Q12,TE22Q13,TE22Q14,TE22Q15,TE22Q16,TE22Q17,TE22Q18,TE22Q19,TE22Q20,TE23Q01,TE23Q02,TE23Q03,TE23Q04,TE23Q05,TE23Q06,TE23Q07,TE24Q01,TE24Q02,TE24Q03,TE24Q04,TE24Q05,TE24Q06,TE24Q07,TE24Q08,TE24Q09,TE24Q10,TE25Q01,TE26Q01,TE27Q01,TE28Q01,TE29Q01,TE14_ProfDev,TE18_TeachAct,TE20_Equip,TE20_Ped,TE20_Goal,TE21_StudCentered,TE21_TeachCentered,TE22_skills,TE22_Commun,TE24_Attitude,TE23_Opinion,DIGSUPTE_Cluster
Bulgaria,14,1,ISCED3A,2,14302061,143020611,143020611102,105.4228,3,25,16,9,3,3,1,1,2,2,2,4,7,2,2,2,1,1,1,1,1,2,1,1,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,1,2,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,4,4,4,4,4,4,4,4,4,4,4,4,1,1,1,1,1,4,1,4,1,1,2,3,2,3,2,4,2,2,3,3,3,3,3,4,4,4,4,4,4,4,4,3,3,3,2,3,3,3,2,2,2,2,2,2,2,2,2,1,2,5,4,4,1,0.09,1.00,3.00,1.86,1.00,2.83,4.00,2.08,1.00,3.00,2.14,2
Bulgaria,14,1,ISCED3A,2,14302061,143020611,143020611103,105.4228,3,25,16,9,4,1,M,1,M,1,1,3,5,M,1,M,1,2,2,1,2,1,1,1,2,2,2,1,2,2,2,2,2,1,2,1,2,2,1,1,2,1,M,4,M,M,M,1,2,3,2,1,2,1,2,1,1,2,2,1,1,2,2,1,1,2,1,1,1,3,2,3,2,3,2,2,2,2,1,3,4,4,4,2,1,2,2,2,1,2,2,3,1,2,3,1,1,2,1,3,2,1,1,2,3,1,2,2,3,1,3,2,4,4,3,1,1,1,1,1,2,2,1,1,1,2,1,1,1,2,1,1,1,5,4,5,1,0.36,1.73,3.83,2.57,1.75,2.83,3.40,3.17,3.00,3.75,3.71,1
Bulgaria,14,1,ISCED3A,2,14302063,143020631,143020631101,52.711,3,13,13,13,2,2,1,1,M,1,1,3,5,M,1,M,1,2,1,1,1,1,1,1,2,2,2,1,1,2,1,2,2,2,2,2,2,2,2,2,2,4,1,2,1,1,1,1,4,2,2,1,2,1,2,1,1,1,1,1,1,2,1,2,4,4,1,2,3,2,3,3,2,4,3,3,3,4,2,4,4,3,2,3,3,1,1,1,2,2,2,3,2,3,1,2,1,3,3,4,4,1,1,3,4,2,3,3,4,3,4,4,1,1,4,2,2,2,2,2,2,3,2,2,2,2,2,2,2,2,2,1,1,6,5,5,1,0.09,1.64,2.33,2.14,1.75,3.00,3.20,2.17,1.67,3.00,2.86,2
Bulgaria,14,1,ISCED3A,2,14302063,143020631,143020631102,52.711,3,13,14,12,3,3,1,M,M,1,1,4,3,2,1,2,M,3,3,3,1,1,1,1,3,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,4,4,1,1,3,1,3,3,2,3,3,1,1,1,1,1,1,1,1,2,2,2,2,4,4,2,2,3,4,4,4,4,2,2,1,2,1,4,3,3,3,2,1,2,2,2,2,3,3,4,1,2,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,2,4,2,2,3,2,3,2,2,2,2,2,3,2,3,2,2,3,2,1,3,3,5,1,0.00,1.82,2.33,1.71,2.00,2.50,3.00,3.92,4.00,2.75,2.71,3
Bulgaria,14,1,ISCED3A,2,14302063,143020631,143020631103,52.711,3,13,16,10,4,1,M,M,1,1,1,3,5,2,1,2,2,1,1,1,1,1,1,1,1,M,2,2,2,1,2,2,2,2,2,2,1,2,1,1,2,5,4,2,2,1,1,1,2,2,2,1,2,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,2,2,2,3,2,2,2,2,3,2,1,3,3,3,2,2,2,2,2,1,2,2,2,2,3,1,1,1,4,4,4,4,1,1,1,4,4,4,1,4,1,4,4,4,4,4,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,1,5,4,5,1,0.27,1.36,4.00,2.86,2.75,3.00,3.20,2.00,3.00,3.00,3.86,1
Bulgaria,14,1,ISCED3A,2,14302064,143020641,143020641101,105.4224,3,22,18,9,4,2,M,1,1,M,1,2,3,M,1,M,1,1,2,1,1,1,2,2,2,1,2,2,2,2,1,2,2,2,2,2,2,2,2,1,2,5,2,4,1,1,1,1,2,2,3,1,3,1,1,1,1,2,2,1,1,2,1,1,1,1,1,1,2,4,4,4,4,4,4,2,1,2,2,4,1,4,4,4,2,3,2,2,4,2,4,2,2,3,4,1,1,1,1,4,4,1,1,1,1,1,1,4,1,1,1,1,2,2,4,1,1,1,1,1,1,1,4,4,4,4,4,4,4,4,4,4,1,5,4,5,1,0.18,1.73,3.83,1.29,1.75,2.50,2.00,3.50,3.00,1.00,4.00,2
Bulgaria,14,1,ISCED3A,2,14302064,143020641,143020641102,105.4224,3,22,18,9,3,3,1,2,2,1,2,2,8,2,1,2,1,2,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,3,1,2,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,3,3,2,2,1,1,2,3,3,3,3,2,M,1,3,2,M,2,1,1,2,2,2,2,1,2,2,3,3,2,2,1,1,3,3,2,3,3,4,4,4,4,4,3,4,4,4,4,4,4,4,M,4,2,2,2,2,2,2,3,3,3,3,2,2,2,1,5,4,4,1,0.18,1.00,2.67,2.86,2.67,2.67,3.60,2.17,1.33,2.50,2.17,2
Bulgaria,14,1,ISCED3A,2,14302064,143020641,143020641103,105.4224,3,22,18,9,2,3,1,1,1,1,1,2,3,1,1,1,1,2,3,3,3,3,3,3,3,1,2,2,2,1,1,2,1,2,2,2,2,2,2,2,2,3,1,2,3,4,4,M,M,M,M,M,M,M,M,M,M,M,M,1,1,1,1,2,2,2,2,1,2,2,3,3,3,2,2,1,1,2,2,2,2,2,2,2,1,2,3,4,3,2,1,2,3,4,3,2,2,2,3,3,3,3,3,2,2,3,3,3,2,2,2,2,2,2,2,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,1,3,4,3,1,0.18,C,3.17,2.71,3.00,2.00,3.00,2.42,2.67,3.00,4.00,1
Bulgaria,14,1,ISCED3A,2,14302067,143020671,143020671101,105.4221,3,26,9,17,4,1,1,M,M,1,1,2,3,2,1,2,M,3,M,M,M,M,M,M,M,2,2,2,2,1,1,2,2,1,2,1,2,2,1,1,M,5,2,2,M,M,M,1,2,2,2,1,2,1,2,M,M,2,2,1,1,M,1,2,2,2,1,1,1,2,3,3,4,M,3,3,2,2,2,4,4,3,3,4,1,2,2,2,1,1,1,2,2,3,3,2,1,2,3,4,3,1,2,2,3,1,2,3,4,2,4,4,3,3,3,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,6,4,5,1,0.49,1.70,3.50,1.98,1.25,2.83,3.60,2.58,2.00,3.00,3.43,4
Bulgaria,14,1,ISCED3A,2,14302067,143020671,143020671102,105.4221,3,26,9,17,3,2,1,2,2,1,2,3,1,2,1,2,1,2,1,1,M,3,2,2,2,2,2,1,2,1,2,2,2,1,2,2,2,1,1,1,1,4,2,2,1,2,1,1,2,2,2,2,2,2,2,2,2,2,2,1,2,2,1,1,2,2,1,1,2,3,3,3,3,3,3,3,3,3,2,4,4,3,4,4,1,2,2,2,2,2,1,3,2,3,3,2,1,2,2,3,3,1,1,2,2,2,3,3,4,2,4,3,4,4,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,6,5,5,1,0.45,2.00,3.50,2.00,1.00,2.50,3.40,2.75,2.00,3.00,3.00,4
Bulgaria,14,1,ISCED3A,2,14302067,143020671,143020671103,105.4221,3,26,9,17,6,3,1,2,2,1,1,2,3,2,1,2,M,3,1,1,1,3,2,1,2,2,2,2,2,1,2,2,2,1,2,2,2,2,1,1,1,4,4,4,1,1,1,1,2,2,2,1,4,1,1,1,1,2,2,1,1,2,1,2,2,3,1,1,2,3,3,3,2,2,3,3,3,2,3,4,3,3,3,4,1,2,2,2,1,3,1,3,2,3,3,2,2,3,3,4,3,2,2,3,4,2,3,3,4,2,4,4,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,3,3,5,1,0.36,1.73,3.17,2.29,1.50,2.33,3.60,2.08,2.00,3.00,3.00,2
Bulgaria,14,1,ISCED3A,2,14302068,143020681,143020681101,105.4228,3,20,3,17,4,2,2,1,2,1,2,4,8,2,1,2,1,1,1,2,1,1,1,2,2,2,2,1,2,1,2,2,2,2,1,2,2,2,2,1,2,3,2,2,1,1,1,1,4,3,1,1,2,1,1,4,1,3,2,1,1,1,1,1,2,2,1,1,2,2,4,4,4,4,4,4,4,2,4,4,3,4,4,2,1,1,2,2,1,2,1,2,1,1,1,1,1,2,2,3,2,1,1,2,2,2,2,2,3,2,3,3,2,2,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,3,5,1,0.18,2.09,3.50,1.29,1.75,3.50,3.80,3.08,2.67,4.00,4.00,4
Bulgaria,14,1,ISCED3A,2,14302068,143020681,143020681102,105.4228,3,20,3,17,2,3,2,1,2,1,1,4,5,2,1,2,1,1,2,2,1,1,1,2,2,2,2,1,2,1,1,2,2,2,2,2,2,2,2,2,1,3,M,2,M,M,M,1,1,2,2,1,2,1,1,1,1,2,2,1,2,1,1,1,1,1,1,1,2,3,1,1,2,3,2,2,3,1,2,3,4,4,4,3,1,1,2,2,2,2,1,3,2,2,2,1,1,2,2,2,2,1,1,1,2,3,1,1,4,1,2,2,2,2,4,2,2,1,1,1,2,2,1,1,2,2,2,2,1,1,1,1,1,4,4,5,1,0.18,1.45,3.83,3.00,1.50,2.83,3.60,3.33,3.00,3.50,3.43,1
Bulgaria,14,1,ISCED3A,2,14302068,143020681,143020681103,105.4228,3,20,3,17,4,1,M,1,M,1,1,4,5,2,1,2,1,1,2,2,1,1,1,2,2,2,2,1,2,1,2,2,2,2,1,2,2,2,2,1,2,3,3,4,1,1,1,1,2,2,1,1,2,1,1,1,1,2,2,1,1,2,1,1,1,2,1,1,1,2,4,4,3,3,3,3,3,1,4,4,4,4,4,4,1,2,3,2,2,2,1,2,1,1,1,2,2,3,2,3,3,2,2,2,3,3,3,2,3,2,4,4,4,4,4,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,1,5,4,2,1,0.18,1.45,3.83,1.86,1.00,3.50,3.20,2.33,2.67,3.13,4.00,1
Bulgaria,14,1,ISCED3A,2,14302070,143020701,143020701101,105.4224,3,16,10,15,2,2,1,M,M,1,2,4,7,2,1,2,1,2,1,2,1,1,2,2,2,2,2,2,2,2,1,1,2,2,2,2,2,2,1,1,2,1,1,2,1,1,1,1,2,2,1,1,2,1,1,1,1,1,1,1,1,2,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,1,1,2,2,1,4,1,2,1,3,4,1,1,3,1,4,4,1,1,2,3,2,2,1,1,1,3,1,2,2,3,2,2,2,1,1,1,1,1,1,1,1,1,1,2,2,1,2,1,5,5,5,1,0.36,1.27,1.00,1.00,1.00,2.33,3.80,2.75,4.00,3.75,3.57,3
Bulgaria,14,1,ISCED3A,2,14302070,143020701,143020701102,105.4224,3,16,10,15,3,3,1,2,2,1,2,2,7,2,2,2,1,2,1,1,1,1,2,1,2,2,2,2,2,2,1,2,2,M,1,2,2,2,1,2,2,1,1,2,1,1,1,1,1,2,1,1,2,1,1,1,1,2,1,2,1,2,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,1,2,1,2,1,4,2,4,3,4,4,3,3,4,4,4,4,3,4,4,4,4,4,4,4,3,4,4,4,4,4,2,2,2,3,3,2,2,1,1,2,2,M,2,2,2,2,2,2,4,4,2,2,0.31,1.27,1.00,1.00,1.00,1.50,3.60,1.17,1.33,3.28,2.71,2
Bulgaria,14,1,ISCED3A,2,14302070,143020701,143020701103,105.4224,3,16,10,15,4,2,1,2,2,1,1,4,4,2,1,2,2,2,2,2,1,1,2,2,2,2,2,2,2,2,1,2,2,2,1,2,2,1,1,1,2,3,1,2,1,1,1,1,2,2,2,1,3,1,1,1,1,2,2,1,1,2,1,2,4,4,2,1,1,2,4,2,3,3,2,3,2,2,3,3,2,2,4,3,1,2,2,2,2,2,2,2,3,4,4,1,1,2,4,4,4,1,1,1,3,2,3,1,3,1,4,3,4,4,4,2,M,2,2,2,2,2,1,2,1,1,2,2,2,2,2,1,1,5,4,5,1,0.45,1.64,2.67,2.29,2.00,2.17,3.20,2.50,3.33,3.38,3.01,3
Bulgaria,14,1,ISCED3A,2,14302071,143020711,143020711101,97.3129,3,21,13,13,2,2,1,1,2,1,1,3,5,2,2,2,1,1,2,2,1,1,1,1,2,2,2,1,1,2,1,2,2,2,1,2,2,2,1,1,2,3,1,2,1,1,1,1,2,1,1,1,1,1,1,1,1,2,1,1,1,2,1,1,1,1,1,1,1,2,3,4,2,4,1,2,2,3,M,4,4,4,4,4,1,2,2,3,1,2,M,3,2,3,2,2,2,4,4,4,4,2,3,4,4,3,3,4,4,4,4,4,4,4,4,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,1,1,2,6,5,3,1,0.36,1.18,4.00,2.43,1.00,2.50,3.42,1.58,1.00,3.13,3.00,1
Bulgaria,14,1,ISCED3A,2,14302071,143020711,143020711102,97.3129,3,21,13,13,3,2,1,2,2,1,2,3,7,2,2,2,2,2,2,2,1,1,1,1,2,2,2,1,1,1,1,2,2,2,2,2,2,2,1,1,2,4,3,2,1,1,1,1,2,2,1,1,2,1,1,1,1,2,1,1,1,2,1,1,1,1,1,1,1,2,1,3,2,2,1,2,2,3,2,4,4,3,4,4,1,2,2,3,2,4,2,4,2,2,3,2,2,4,3,4,4,3,2,4,4,3,4,4,4,4,4,2,4,4,4,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,1,1,1,2,4,2,1,0.27,1.36,4.00,3.14,1.00,2.00,3.20,1.58,1.00,3.00,4.00,1
Bulgaria,14,1,ISCED3A,2,14302071,143020711,143020711103,97.3129,3,21,13,13,5,3,1,1,2,1,1,4,4,1,1,1,1,3,3,3,1,1,1,3,3,2,2,1,2,2,1,1,2,2,2,2,1,2,1,1,1,3,1,2,2,1,3,1,4,4,2,1,2,2,2,1,2,2,2,1,2,2,1,2,3,4,1,1,2,3,3,3,2,2,2,2,2,2,2,3,3,2,3,2,2,3,2,2,1,1,2,2,2,3,2,1,1,1,1,1,1,1,1,1,2,1,1,2,3,1,1,1,2,2,3,2,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,4,5,1,0.55,2.18,2.83,2.57,2.25,3.00,3.00,3.92,3.00,3.00,3.29,4
Bulgaria,14,1,ISCED3A,2,14302075,143020751,143020751101,43.4092,3,7,11,6,2,4,1,1,1,1,1,4,2,1,2,1,3,3,4,3,1,1,1,1,2,2,2,1,2,1,1,2,2,1,2,2,2,2,2,2,2,3,2,2,1,3,1,1,4,4,3,1,4,4,4,3,2,4,3,1,1,1,1,2,4,4,1,1,1,3,3,1,1,3,4,1,1,1,1,2,3,4,4,4,1,1,2,1,1,1,1,1,1,1,1,1,1,3,2,4,3,1,1,2,2,1,2,2,2,1,3,2,3,3,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,3,5,1,0.18,3.27,2.83,2.71,1.75,4.00,3.80,2.92,3.33,4.00,4.00,4
Bulgaria,14,1,ISCED3A,2,14302075,143020751,143020751102,43.4092,3,7,11,6,3,2,1,2,2,1,1,3,6,2,1,2,3,3,3,3,1,1,1,1,2,2,2,2,2,1,2,2,2,1,2,2,2,2,2,1,1,3,2,2,1,1,1,1,4,3,2,1,2,1,1,1,1,2,2,1,1,2,1,1,1,1,1,1,1,3,3,2,4,4,2,M,2,2,2,3,2,2,1,1,1,2,3,3,3,4,2,4,4,4,3,1,1,1,1,1,1,1,1,1,3,3,3,1,4,4,4,4,1,1,3,3,4,3,3,2,3,3,2,2,2,2,2,2,2,3,1,1,1,5,5,5,1,0.27,1.82,4.00,2.07,3.25,1.33,2.80,3.25,2.00,2.88,2.00,1
Bulgaria,14,1,ISCED3A,2,14302075,143020751,143020751103,43.4092,3,7,11,6,4,2,1,1,2,1,1,2,2,2,1,2,3,1,1,1,1,1,1,1,3,2,2,2,2,1,2,2,2,1,2,2,1,2,2,2,2,2,2,2,1,1,2,1,4,4,4,4,4,4,3,2,2,4,4,1,1,2,2,1,1,2,1,1,1,4,4,4,4,4,4,3,1,1,1,4,4,4,4,4,1,1,2,2,1,1,2,1,1,1,2,1,1,1,1,2,2,1,1,1,1,1,1,1,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,2,1,5,1,0.18,3.55,3.83,1.14,1.00,3.67,3.60,3.75,3.67,3.88,4.00,4
Bulgaria,14,1,ISCED3A,2,14302076,143020761,143020761101,105.4223,3,23,17,6,2,3,1,1,2,1,1,4,5,2,1,1,2,M,2,2,1,1,1,3,2,2,2,1,2,1,2,2,2,2,2,2,2,2,2,1,2,1,1,1,1,1,1,1,2,2,2,1,3,1,1,1,3,4,1,1,1,2,1,2,4,4,4,2,2,2,1,4,4,4,3,4,4,4,4,4,4,3,4,2,1,2,2,1,1,2,1,2,3,4,4,1,1,1,M,2,M,1,M,1,1,1,1,2,2,1,1,1,4,4,4,1,2,1,2,2,1,1,2,2,2,2,1,1,2,2,2,2,1,6,5,5,1,0.09,1.91,2.00,1.86,1.50,2.33,3.60,3.65,3.33,3.25,3.57,3
Bulgaria,14,1,ISCED3A,2,14302076,143020761,143020761102,105.4223,3,23,16,7,3,2,1,M,M,1,1,4,6,2,1,2,1,1,2,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,1,1,1,1,1,2,1,2,1,1,1,1,1,1,1,2,2,1,1,1,2,3,4,3,2,2,3,3,4,4,4,4,3,4,4,4,4,4,4,4,4,1,1,3,2,2,4,1,2,2,3,4,1,1,1,1,2,2,1,1,1,1,2,1,2,4,3,3,1,4,4,4,1,2,2,1,1,2,2,1,1,2,2,2,2,2,2,1,1,1,2,2,3,1,0.00,1.27,2.33,1.43,1.00,2.17,3.40,3.58,2.00,3.25,3.43,3
Bulgaria,14,1,ISCED3A,2,14302076,143020761,143020761103,105.4223,3,23,16,7,4,2,M,M,1,1,1,4,3,M,1,M,2,1,1,1,1,3,2,2,2,1,2,2,2,2,2,2,2,2,1,1,2,2,2,1,2,2,1,2,2,3,1,1,4,4,3,2,3,1,2,1,1,1,2,1,1,2,2,1,1,1,1,M,1,2,2,3,4,4,3,3,2,3,3,2,2,3,3,3,1,1,1,2,2,3,4,3,3,4,3,2,3,4,4,4,4,2,2,2,4,3,4,3,4,4,4,3,3,3,3,3,3,2,2,2,3,3,1,2,2,2,1,2,2,2,2,M,1,6,5,5,1,0.27,2.18,3.81,2.00,2.50,2.00,3.20,1.75,1.33,3.25,2.43,1
Bulgaria,14,1,ISCED3A,2,14302078,143020781,143020781101,105.4228,3,20,16,9,2,2,M,1,M,1,1,4,4,M,1,M,M,M,1,M,M,M,M,M,M,2,2,1,M,2,2,2,1,1,2,2,2,1,2,1,1,5,1,2,1,1,1,1,4,4,4,2,3,2,2,1,1,4,2,1,1,1,1,2,2,4,1,1,3,4,4,4,1,1,1,1,2,2,4,4,4,4,4,4,1,2,4,4,2,2,4,1,M,2,2,1,1,1,2,2,2,1,1,3,3,1,2,2,3,4,3,1,2,2,2,2,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,1,3,3,5,1,0.45,2.64,2.83,2.71,1.00,2.85,2.40,3.17,2.00,3.00,3.57,4
Bulgaria,14,1,ISCED3A,2,14302078,143020781,143020781102,105.4228,3,20,16,9,3,2,1,2,2,1,1,4,7,2,2,2,1,1,1,1,1,1,1,1,2,2,2,1,2,2,2,2,2,1,2,2,2,2,1,1,2,3,4,4,3,1,1,1,1,M,M,2,4,1,1,1,1,1,1,2,2,2,2,1,3,3,1,1,3,3,1,1,1,3,3,2,3,3,1,3,4,4,3,1,1,2,2,2,2,4,1,4,1,3,2,1,1,2,2,3,3,1,1,2,2,2,3,2,4,3,4,4,3,3,4,3,4,4,2,4,2,3,3,3,2,3,3,3,3,3,3,1,1,4,3,4,2,0.27,1.59,3.00,3.00,2.25,2.33,3.40,2.83,2.00,2.13,1.86,2
Bulgaria,14,1,ISCED3A,2,14302078,143020781,143020781103,105.4228,3,20,16,7,4,1,2,1,2,1,2,4,6,2,2,2,1,2,1,1,1,1,1,1,1,2,2,1,M,1,2,2,2,2,2,2,2,2,2,2,2,1,1,1,M,1,1,1,2,1,2,1,1,1,2,1,1,2,1,1,2,2,2,2,2,4,4,2,4,4,4,4,4,4,2,3,4,3,4,M,3,4,3,2,3,2,4,3,2,1,1,4,4,4,4,2,2,4,3,3,3,2,4,2,2,3,3,4,4,2,4,4,4,4,4,3,3,3,2,2,2,3,3,2,2,2,3,3,3,M,3,1,2,3,3,3,1,0.00,1.36,2.00,1.43,2.12,1.67,2.60,2.08,1.67,2.52,2.43,2
Bulgaria,14,1,ISCED3A,2,14302083,143020831,143020831101,98.1523,3,25,18,11,2,3,1,1,2,1,1,3,7,2,1,2,1,1,2,2,1,1,4,1,4,2,2,1,2,1,1,2,2,2,2,1,2,2,2,1,2,5,1,2,1,1,1,1,3,2,2,1,3,1,1,1,1,2,1,1,2,2,2,1,1,1,1,1,2,1,2,3,2,4,2,2,1,1,1,4,4,4,4,4,2,2,1,2,1,2,2,2,2,2,2,1,1,3,1,4,1,1,4,4,4,3,4,4,4,4,4,4,4,4,4,3,3,3,4,4,3,3,2,2,2,2,2,2,2,2,2,2,1,4,3,3,1,0.27,1.64,3.83,2.71,1.00,3.00,3.40,2.17,1.00,3.00,1.71,2
Bulgaria,14,1,ISCED3A,2,14302083,143020831,143020831102,98.1523,3,25,18,11,3,3,1,2,2,1,2,4,7,2,2,2,1,1,2,2,1,1,1,1,1,2,2,1,2,1,1,2,2,1,2,2,2,2,2,1,2,5,1,2,1,1,1,1,1,1,1,1,2,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,4,2,2,2,2,2,4,4,4,1,4,1,1,1,2,1,4,1,3,1,1,2,2,1,3,2,4,4,1,1,1,3,3,4,4,4,2,4,1,4,4,4,4,4,4,4,4,4,4,3,3,2,2,3,2,3,3,1,1,1,4,3,4,1,0.27,1.27,3.00,2.43,1.75,2.83,4.00,2.33,1.67,2.38,1.00,2
Bulgaria,14,1,ISCED3A,2,14302083,143020831,143020831103,98.1523,3,25,18,11,4,2,1,2,2,1,1,2,7,2,2,2,1,1,1,1,1,1,1,1,1,2,2,1,2,1,2,2,2,1,2,2,2,2,1,1,2,3,1,2,1,1,1,1,2,2,2,1,4,1,1,1,1,2,1,2,2,2,2,2,2,2,3,2,2,2,2,2,4,4,2,2,2,1,2,4,4,4,3,4,1,1,2,2,2,4,2,3,2,3,3,1,2,4,3,4,4,4,3,4,4,4,4,4,4,3,4,4,4,4,4,4,4,4,4,4,4,4,2,2,2,2,2,2,2,2,2,2,1,5,4,5,1,0.27,1.64,2.83,2.43,1.25,2.17,3.40,1.42,1.33,3.00,1.00,2
Bulgaria,14,1,ISCED3A,2,14302086,143020861,143020861101,105.4222,3,27,15,12,2,3,1,2,2,1,1,3,5,2,2,2,2,2,1,1,2,2,2,2,2,2,2,1,1,1,1,2,2,1,1,2,1,2,1,1,2,3,2,2,1,1,1,1,4,2,1,1,2,1,1,1,1,2,1,1,1,1,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,1,2,3,3,1,3,1,1,1,2,2,1,1,2,2,1,2,1,1,1,2,2,2,1,3,1,M,1,2,2,3,2,2,1,2,2,2,2,1,1,1,1,2,2,2,2,1,2,1,5,4,5,1,0.55,1.55,1.00,1.00,1.25,3.00,3.40,3.35,3.33,3.50,3.14,3
Bulgaria,14,1,ISCED3A,2,14302086,143020861,143020861102,105.4222,3,27,15,12,3,2,M,M,M,1,2,M,M,M,M,M,M,M,M,M,M,M,M,M,M,2,2,2,2,2,2,2,2,2,2,1,2,2,M,1,2,3,M,2,M,M,M,2,3,2,M,M,4,M,M,M,M,M,2,1,1,2,2,3,3,2,1,1,2,2,2,2,2,2,2,1,2,2,2,2,3,3,2,2,1,2,3,3,3,4,3,4,4,3,3,2,2,3,3,3,3,2,2,3,3,4,4,3,4,3,4,4,3,3,4,3,2,2,2,2,3,3,2,2,2,2,2,2,2,2,2,2,1,6,4,5,1,0.22,C,3.00,3.14,2.75,1.50,2.60,2.00,1.67,3.00,2.57,1
Bulgaria,14,1,ISCED3A,2,14302086,143020861,143020861103,105.4222,3,27,15,12,4,2,2,2,1,1,1,3,8,2,1,2,2,2,1,1,2,1,1,2,2,2,2,1,1,1,1,2,2,1,1,1,1,2,1,1,1,3,1,2,1,1,1,1,2,2,2,1,2,1,1,2,1,2,1,1,1,2,1,2,2,2,1,1,4,4,4,4,3,3,2,2,2,3,3,4,4,4,4,4,1,2,2,2,2,1,1,2,2,3,1,1,1,2,2,3,2,1,1,1,2,1,2,2,3,3,4,3,3,3,4,2,2,2,1,1,2,2,2,1,1,1,2,2,1,1,1,1,1,5,4,5,1,0.73,1.55,3.00,1.86,1.00,3.17,3.40,3.17,2.33,3.63,3.29,4
