COUNTRY,CNT,EU,LEVEL,EXPLICIT,SCHOOLID,CLASSID,TEID,FSTWT,N_Teachers_Part,N_Students_Part,TE01Q01,TE01Q02,TE02Q01,TE03Q01,TE04Q01,TE04Q02,TE04Q03,TE05Q01,TE05Q02,TE06Q01,TE07Q01,TE08Q01,TE08Q02,TE08Q03,TE09Q01,TE09Q02,TE09Q03,TE09Q04,TE09Q05,TE09Q06,TE09Q07,TE09Q08,TE09Q09,TE10Q01,TE11Q01,TE12Q01,TE12Q02,TE13Q01,TE14Q01,TE14Q02,TE14Q03,TE14Q04,TE14Q05,TE14Q06,TE14Q07,TE14Q08,TE14Q09,TE14Q10,TE14Q11,TE15Q01,TE16Q01,TE16Q02,TE16Q03,TE16Q04,TE16Q05,TE17Q01,TE18Q01,TE18Q02,TE18Q03,TE18Q04,TE18Q05,TE18Q06,TE18Q07,TE18Q08,TE18Q09,TE18Q10,TE18Q11,TE19Q01,TE19Q02,TE19Q03,TE19Q04,TE20Q01,TE20Q02,TE20Q03,TE20Q04,TE20Q05,TE20Q06,TE20Q07,TE20Q08,TE20Q09,TE20Q10,TE20Q11,TE20Q12,TE20Q13,TE20Q14,TE20Q15,TE20Q16,TE20Q17,TE20Q18,TE20Q19,TE20Q20,TE20Q21,TE21Q01,TE21Q02,TE21Q03,TE21Q04,TE21Q05,TE21Q06,TE21Q07,TE21Q08,TE21Q09,TE21Q10,TE21Q11,TE22Q01,TE22Q02,TE22Q03,TE22Q04,TE22Q05,TE22Q06,TE22Q07,TE22Q08,TE22Q09,TE22Q10,TE22Q11,TE22Q12,TE22Q13,TE22Q14,TE22Q15,TE22Q16,TE22Q17,TE22Q18,TE22Q19,TE22Q20,TE23Q01,TE23Q02,TE23Q03,TE23Q04,TE23Q05,TE23Q06,TE23Q07,TE24Q01,TE24Q02,TE24Q03,TE24Q04,TE24Q05,TE24Q06,TE24Q07,TE24Q08,TE24Q09,TE24Q10,TE25Q01,TE26Q01,TE27Q01,TE28Q01,TE29Q01,TE14_ProfDev,TE18_TeachAct,TE20_Equip,TE20_Ped,TE20_Goal,TE21_StudCentered,TE21_TeachCentered,TE22_skills,TE22_Commun,TE24_Attitude,TE23_Opinion,DIGSUPTE_Cluster
Romania,41,1,ISCED3A,1,41301270,413012701,413012701102,188.5035,3,32,21,11,3,2,1,M,M,2,1,4,4,M,M,1,M,2,M,M,M,M,M,M,M,2,2,1,M,1,M,M,M,M,M,M,M,M,M,1,M,4,M,2,M,M,M,1,3,M,2,2,2,1,1,M,1,3,2,1,1,1,1,1,M,M,M,M,2,3,2,2,M,M,M,2,2,2,1,2,2,2,2,3,2,1,2,3,2,4,3,2,2,3,2,2,2,2,2,2,2,4,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,1,2,1,1,2,2,1,M,1,1,1,1,1,1,5,4,4,1,C,1.89,C,2.51,2.75,2.33,3.00,2.83,3.00,3.65,3.43,1
Romania,41,1,ISCED3A,1,41301270,413012701,413012701103,188.5035,3,32,21,11,4,2,1,1,2,1,1,3,3,1,2,1,2,3,3,3,1,1,3,2,3,2,2,1,2,1,1,2,2,1,2,2,2,1,1,1,1,5,2,1,M,4,3,1,2,3,2,3,3,1,2,2,2,2,2,1,1,1,1,1,1,1,1,1,2,1,2,2,1,2,1,1,2,1,2,3,3,4,1,2,1,1,1,2,2,2,2,1,1,1,1,1,1,1,2,1,2,1,1,1,1,2,2,2,3,3,2,1,1,1,1,2,2,1,2,1,1,1,3,2,1,1,2,2,3,3,1,1,2,4,3,5,1,0.55,2.18,3.83,3.57,2.75,3.67,3.60,3.58,2.33,2.88,3.57,4
Romania,41,1,ISCED3A,1,41301271,413012711,413012711101,282.7548,2,24,25,6,6,2,1,M,M,1,1,3,5,M,M,1,1,4,1,4,4,4,4,4,1,2,2,2,2,1,M,M,M,M,M,M,M,1,M,1,M,4,2,2,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,2,1,1,1,2,1,1,1,2,2,3,2,2,2,2,1,1,1,2,2,2,2,3,1,2,3,1,1,2,2,1,1,1,2,1,1,2,1,3,3,1,1,2,3,3,2,2,3,2,2,2,3,1,3,2,1,1,1,2,3,2,2,1,2,1,2,2,2,2,1,1,1,3,1,5,1,C,1.18,3.83,2.86,2.75,3.67,3.20,3.00,2.67,3.25,3.29,1
Romania,41,1,ISCED3A,1,41301271,413012711,413012711102,282.7548,2,24,20,7,6,2,1,M,M,1,1,3,3,M,1,M,3,2,4,3,1,1,1,M,2,2,2,1,2,2,1,2,2,2,2,2,2,2,1,1,2,5,1,2,1,1,1,1,2,2,2,1,2,1,1,1,1,1,1,1,1,2,1,3,4,2,1,1,3,4,4,4,4,4,4,1,1,4,1,4,4,4,4,4,1,2,3,1,2,2,1,1,2,3,1,1,1,1,1,1,2,1,1,2,2,2,1,1,2,2,2,1,2,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,2,5,1,0.27,1.36,2.67,1.43,1.00,3.33,3.20,3.58,3.33,4.00,4.00,4
Romania,41,1,ISCED3A,1,41301272,413012721,413012721101,188.5033,3,20,8,24,6,2,1,1,1,1,1,2,2,1,2,1,4,3,1,1,1,1,1,1,3,2,2,1,2,1,2,2,2,2,2,2,2,2,1,2,2,4,4,4,1,1,1,1,2,4,4,2,4,1,2,2,1,2,2,2,1,1,2,1,1,2,1,1,1,4,2,4,4,4,3,3,3,2,2,3,3,2,2,3,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,1,1,1,1,1,2,1,M,2,1,1,1,1,1,1,1,1,2,1,1,1,2,1,1,2,1,1,3,1,5,1,0.09,2.36,3.83,1.57,2.25,3.83,4.00,3.83,4.00,3.75,4.00,4
Romania,41,1,ISCED3A,1,41301272,413012721,413012721102,188.5033,3,20,20,11,3,2,1,M,M,1,1,2,7,1,2,1,1,1,1,1,1,1,1,1,2,2,2,2,2,1,1,2,2,2,1,1,2,2,1,1,1,4,4,4,1,4,1,1,3,3,2,1,2,1,2,1,1,1,2,2,1,1,2,1,1,1,1,1,2,2,2,2,2,4,2,2,2,1,2,4,3,3,2,4,1,3,3,2,2,2,1,1,2,2,2,2,1,2,3,4,2,1,2,2,2,4,4,4,4,4,4,2,3,3,3,2,2,2,2,2,1,1,1,1,1,1,M,1,1,M,1,1,2,5,4,2,1,0.55,1.73,3.83,2.71,1.75,3.17,3.00,2.33,1.00,3.76,3.29,1
Romania,41,1,ISCED3A,1,41301272,413012721,413012721103,188.5033,3,20,14,16,4,2,1,2,2,1,1,4,5,1,2,1,2,2,2,2,1,1,1,3,2,2,2,2,2,2,1,1,2,2,1,1,2,1,1,1,1,5,2,2,2,1,1,1,1,1,1,2,2,1,2,2,1,1,1,1,1,1,1,1,1,2,1,1,3,3,4,4,4,4,3,2,2,3,4,4,4,3,4,4,1,1,2,2,2,2,1,1,2,1,2,1,1,1,2,3,1,1,1,2,2,1,1,2,4,3,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,1,5,3,5,1,0.73,1.36,3.50,1.57,1.00,3.33,3.60,3.50,2.00,3.00,3.00,4
Romania,41,1,ISCED3A,1,41301273,413012731,413012731101,188.5029,3,29,19,11,4,2,1,2,2,2,2,1,7,2,1,2,2,2,2,1,1,1,1,1,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,5,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,1,1,2,2,2,2,2,2,2,2,1,2,2,3,2,2,2,2,1,2,3,2,2,4,1,3,1,2,2,2,2,4,4,4,4,4,4,4,4,4,4,4,4,3,4,2,4,1,4,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,6,4,3,2,0.09,1.00,3.33,3.00,2.75,2.67,3.20,1.17,1.33,3.00,3.14,1
Romania,41,1,ISCED3A,1,41301273,413012731,413012731102,188.5029,3,29,19,11,3,2,1,2,2,1,2,3,7,2,2,2,1,1,M,1,1,1,3,1,2,2,2,1,1,2,1,1,1,1,1,1,2,1,1,1,1,5,2,4,1,1,1,1,3,3,3,1,2,1,1,2,1,2,2,1,1,1,1,1,1,2,1,1,1,2,1,3,2,4,2,1,2,2,2,3,3,2,3,2,1,2,2,1,1,1,1,1,1,1,1,1,1,2,2,2,1,1,1,1,1,2,2,1,2,2,2,2,1,1,1,1,1,1,1,2,1,2,2,1,2,2,2,2,2,2,2,1,2,6,5,4,1,0.91,1.91,3.83,2.86,2.25,4.00,3.60,3.50,3.33,3.13,3.71,4
Romania,41,1,ISCED3A,1,41301273,413012731,413012731103,188.5029,3,29,19,11,2,2,1,2,2,1,1,2,6,1,2,1,2,2,2,2,1,1,2,1,2,2,2,1,2,2,1,2,2,2,1,2,2,1,1,1,2,5,2,2,1,1,1,1,1,1,1,3,4,1,1,2,1,1,2,2,1,2,1,2,2,4,4,2,2,3,2,2,3,4,4,2,3,3,2,2,2,1,4,2,1,2,3,2,2,2,2,3,1,1,1,1,2,3,3,3,1,1,1,2,3,2,3,2,3,3,3,2,3,1,3,2,2,2,3,3,3,2,2,2,2,1,2,3,3,3,2,1,1,5,3,4,1,0.45,1.64,2.33,2.14,2.50,3.33,3.00,2.83,2.33,2.75,2.57,2
Romania,41,1,ISCED3A,1,41301274,413012741,413012741101,188.5029,3,29,11,18,2,2,1,2,2,1,1,3,3,1,2,1,2,2,2,2,1,1,1,1,2,2,2,1,2,1,2,2,2,2,1,2,2,1,2,1,2,4,4,4,1,1,1,1,2,2,3,3,4,1,2,1,1,1,2,1,1,1,1,2,2,1,1,1,2,3,3,3,4,4,3,3,2,2,3,2,3,4,3,4,1,2,2,2,3,3,2,1,2,2,2,1,1,1,2,3,2,1,1,1,1,1,1,2,4,2,M,1,2,2,4,2,2,1,2,1,1,2,2,1,2,2,2,2,3,2,1,1,1,4,3,5,1,0.27,2.00,3.50,1.71,2.00,3.00,3.00,3.57,2.33,3.00,3.43,4
Romania,41,1,ISCED3A,1,41301274,413012741,413012741102,188.5029,3,29,11,18,4,2,1,2,2,1,1,4,3,1,2,1,2,2,2,2,1,1,1,1,2,2,2,2,2,1,2,2,2,2,2,2,2,1,1,1,1,4,4,4,4,4,1,1,2,2,2,2,3,1,2,1,1,1,2,1,1,1,1,4,4,4,1,2,3,4,4,4,4,4,3,2,4,4,4,1,1,1,4,4,1,2,3,1,1,1,1,1,1,1,1,1,1,2,2,3,3,1,1,3,1,2,2,3,4,2,3,2,2,1,4,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,1,1,1,5,4,3,1,0.36,1.73,2.00,1.43,2.50,4.00,3.40,3.00,2.00,3.63,4.00,4
Romania,41,1,ISCED3A,1,41301274,413012741,413012741103,188.5029,3,29,11,18,3,2,1,M,M,1,1,4,5,M,M,1,M,3,M,M,M,M,M,M,3,2,2,1,2,1,M,M,M,M,1,1,M,M,M,M,M,5,1,2,1,1,1,1,4,3,2,3,4,1,1,1,2,1,2,1,1,1,1,2,2,3,1,1,2,3,3,3,3,4,3,3,2,2,2,4,3,3,4,3,1,1,2,2,1,2,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,4,1,1,1,1,1,1,1,2,1,1,1,M,2,2,1,1,2,1,4,3,5,1,C,2.18,3.17,1.86,1.50,3.50,3.80,4.00,3.67,3.52,4.00,4
Romania,41,1,ISCED3A,1,41301277,413012771,413012771101,188.5034,3,23,8,18,4,1,1,2,2,1,1,4,1,1,2,1,3,3,1,3,1,1,3,2,3,2,2,1,2,1,2,1,2,1,1,1,2,1,1,1,2,3,4,4,4,2,1,1,4,3,4,4,4,1,4,4,2,1,4,1,2,1,1,1,1,2,1,1,2,3,3,4,2,4,4,3,2,3,2,4,3,4,4,4,1,1,2,1,1,2,M,1,2,2,2,1,1,1,1,1,2,1,1,1,1,1,1,2,3,3,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,4,2,4,1,0.64,3.18,3.67,1.71,1.25,3.33,3.60,3.75,2.33,4.00,4.00,4
Romania,41,1,ISCED3A,1,41301277,413012771,413012771102,188.5034,3,23,8,18,4,2,1,2,2,1,2,4,2,2,1,2,2,2,2,M,1,1,1,2,2,2,2,1,2,1,1,2,2,2,2,2,2,2,2,2,2,2,4,4,4,1,1,1,3,3,3,3,3,3,3,2,2,2,2,1,2,M,1,1,1,1,1,1,1,4,4,4,1,4,2,1,1,4,1,4,1,4,4,2,1,1,1,1,1,2,3,2,2,1,M,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,1,1,1,2,1,1,1,1,1,1,1,M,1,1,1,M,1,1,1,1,1,2,5,3,4,1,0.09,2.64,4.00,2.14,2.25,3.28,3.60,4.00,3.33,3.81,4.00,4
Romania,41,1,ISCED3A,1,41301277,413012771,413012771103,188.5034,3,23,8,18,6,1,1,2,2,1,2,4,3,2,1,2,2,2,2,2,1,1,1,2,1,2,2,1,2,1,2,2,2,2,2,2,2,2,2,2,2,1,4,4,4,1,1,1,2,2,2,4,M,1,1,1,1,1,1,1,2,2,2,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,2,2,2,2,2,4,1,1,1,1,2,2,4,4,4,4,4,4,1,4,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,1,2,1,M,4,4,1,0.00,1.68,C,C,C,C,C,3.00,1.00,3.75,4.00,1
Romania,41,1,ISCED3A,1,41301308,413013081,413013081101,188.5032,3,24,M,M,M,M,1,M,M,1,1,4,6,1,2,2,3,3,M,M,M,M,M,M,3,2,2,2,2,2,1,1,1,M,M,M,M,M,M,M,M,4,M,4,4,M,M,2,3,3,3,2,3,M,M,M,M,M,M,1,1,M,M,4,4,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,1,M,4,M,1,2,3,1,1,3,1,2,2,3,2,1,1,2,3,4,4,2,2,2,2,3,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,4,M,M,M,M,M,M,M,M,4,M,2,4,2,1,1,C,C,C,C,C,2.83,3.40,2.25,1.00,C,1.14,2
Romania,41,1,ISCED3A,1,41301308,413013081,413013081102,188.5032,3,24,M,M,2,2,1,M,M,1,2,3,3,2,1,2,1,2,1,1,1,1,1,1,2,2,2,2,2,1,1,2,2,2,1,1,2,2,1,2,2,5,4,4,1,1,1,1,1,2,3,2,3,1,2,1,1,2,2,1,1,1,1,2,2,2,2,2,2,2,3,3,3,2,2,2,1,2,1,3,2,3,3,3,3,3,M,3,3,2,2,2,2,3,3,3,2,3,M,3,2,2,4,4,4,4,3,4,M,M,4,4,3,3,4,2,2,2,M,M,2,M,M,2,2,M,M,2,M,3,2,M,M,5,4,M,M,0.36,1.82,3.00,2.57,2.25,2.50,2.38,1.83,C,C,3.10,1
Romania,41,1,ISCED3A,1,41301308,413013081,413013081103,188.5032,3,24,M,M,M,2,1,M,M,1,1,3,4,1,M,1,3,2,1,1,1,1,1,2,2,2,2,2,2,1,1,2,2,2,1,1,2,1,1,1,2,5,4,2,2,1,1,1,3,3,3,1,4,1,4,4,1,1,2,1,1,1,2,1,2,2,1,1,1,3,2,2,2,4,3,2,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,1,1,2,2,2,2,3,3,2,2,2,2,2,2,2,2,3,4,3,3,3,2,2,4,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,1,1,2,6,5,4,1,0.55,2.45,3.67,2.43,2.75,3.33,3.00,2.75,1.67,3.00,3.14,1
Romania,41,1,ISCED3A,1,41301310,413013101,413013101101,188.5033,3,20,16,11,3,2,1,M,M,2,2,1,7,2,2,2,1,1,1,1,1,1,1,1,1,2,2,1,1,2,2,2,2,2,1,1,2,2,2,2,2,5,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,1,1,2,1,1,1,2,1,1,1,1,2,2,2,2,2,2,2,2,2,2,1,3,3,3,3,3,2,2,2,2,2,2,3,3,3,4,4,4,4,4,4,3,4,4,4,4,4,4,4,3,4,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,4,2,4,1,0.18,1.00,3.83,3.57,3.00,2.67,2.60,1.42,1.00,3.00,3.00,1
Romania,41,1,ISCED3A,1,41301310,413013101,413013101102,188.5033,3,20,16,11,6,2,M,2,M,1,1,2,3,M,1,M,M,M,M,2,M,M,M,M,M,2,2,1,1,1,1,2,2,2,1,2,1,1,1,1,1,5,1,2,1,3,1,1,3,4,2,4,4,1,1,2,1,1,4,1,1,2,1,1,1,2,1,1,1,1,1,1,1,4,1,1,1,1,2,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,2,2,1,1,2,2,3,1,2,2,3,3,4,1,3,1,1,1,3,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,5,1,0.64,2.45,3.83,3.57,4.00,3.83,3.80,2.83,3.33,4.00,4.00,4
Romania,41,1,ISCED3A,1,41301310,413013101,413013101103,188.5033,3,20,17,10,4,2,M,M,1,1,M,2,5,M,M,1,M,2,M,M,M,1,4,1,2,2,2,2,M,2,1,2,2,2,2,1,M,M,1,1,M,3,4,4,M,M,M,2,3,3,2,2,3,M,2,M,M,M,2,1,M,1,M,1,2,M,M,1,2,1,1,M,M,2,1,1,2,1,M,2,2,2,M,1,M,M,M,1,M,M,2,M,1,1,1,2,M,M,M,M,2,M,M,2,2,4,M,M,M,M,M,M,M,1,M,2,2,2,2,3,2,2,M,1,2,1,3,3,2,2,2,3,2,6,5,2,1,0.44,2.11,3.17,3.39,2.98,3.54,C,C,C,3.04,2.86,1
Romania,41,1,ISCED3A,1,41301316,413013161,413013161101,282.7544,2,16,13,7,2,2,1,M,M,1,1,3,7,M,1,M,2,M,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,2,1,1,2,3,2,2,1,2,1,1,1,1,1,1,M,M,M,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,3,3,3,3,M,1,1,2,4,M,1,2,1,2,2,2,1,2,1,3,4,4,4,2,1,4,4,2,4,3,4,3,4,4,3,1,4,2,3,2,2,1,2,2,2,2,2,3,2,2,3,2,2,2,1,4,2,5,1,0.00,1.45,4.00,3.86,2.48,3.14,3.20,1.83,1.67,2.75,3.00,1
Romania,41,1,ISCED3A,1,41301316,413013161,413013161102,282.7544,2,16,13,7,3,2,1,2,1,1,2,4,3,2,1,2,2,2,2,2,1,1,1,1,2,1,2,1,1,1,1,1,2,2,2,2,2,2,2,1,1,5,1,1,1,2,1,1,4,4,3,M,2,1,1,1,1,1,3,1,1,2,2,1,1,3,1,1,1,2,1,2,1,4,M,1,1,1,1,2,2,1,1,2,1,1,2,1,2,3,1,2,2,3,2,1,1,1,2,2,1,1,1,1,1,1,1,2,2,2,1,2,1,1,4,2,2,2,2,2,2,2,3,2,2,2,2,3,3,3,2,2,1,4,2,5,1,0.36,2.10,3.67,3.03,3.25,2.83,3.60,3.83,3.00,2.50,3.00,1
Romania,41,1,ISCED3A,1,41301319,413013191,413013191101,188.5033,3,25,20,5,2,2,1,2,1,1,1,4,5,1,M,1,M,3,M,1,1,1,3,2,3,2,2,1,1,2,1,2,2,2,1,1,2,2,1,1,2,5,4,4,2,1,1,1,3,3,3,2,3,1,1,1,2,2,1,1,1,1,1,2,2,2,2,2,3,3,3,3,3,3,2,2,2,2,3,3,4,3,4,1,3,3,3,2,M,3,M,2,2,4,3,1,1,2,3,4,1,1,1,2,2,4,1,4,4,4,1,2,2,2,3,2,2,2,3,3,2,2,3,2,2,M,3,M,2,2,2,2,1,4,2,4,1,0.45,2.00,2.83,2.29,2.00,2.33,2.45,3.08,1.00,2.77,2.71,2
Romania,41,1,ISCED3A,1,41301319,413013191,413013191102,188.5033,3,25,8,18,3,3,2,2,1,1,1,4,2,1,M,1,M,2,3,M,M,M,M,M,M,2,2,2,2,2,1,1,1,1,1,1,1,M,M,M,M,5,3,3,3,M,M,1,4,4,4,4,4,4,4,4,4,4,4,1,1,1,M,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,M,2,2,2,2,2,2,2,1,1,2,2,2,2,2,2,2,2,M,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,2,5,1,0.80,4.00,3.00,3.00,3.00,2.97,3.00,3.07,3.00,3.00,3.00,4
Romania,41,1,ISCED3A,1,41301319,413013191,413013191103,188.5033,3,25,20,5,4,2,1,1,2,1,1,4,2,1,2,1,M,3,M,M,M,M,3,3,3,2,2,1,1,1,1,2,2,2,2,2,2,1,1,1,1,5,2,2,2,1,1,1,4,4,3,3,3,1,2,1,1,1,2,1,1,1,1,2,4,3,1,1,2,4,3,3,3,4,3,3,4,4,4,4,4,4,4,4,2,2,2,2,2,2,2,2,2,2,2,1,1,1,2,3,4,1,1,2,2,1,2,2,2,3,3,4,3,1,4,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,4,3,5,1,0.45,2.27,2.83,1.71,1.00,3.00,3.00,3.08,2.67,3.00,3.00,3
Romania,41,1,ISCED3A,1,41301324,413013241,413013241101,244.1975,2,19,16,9,2,2,1,2,1,1,1,1,4,2,1,2,1,3,1,3,1,1,3,1,3,2,2,2,2,1,1,2,2,2,2,1,2,2,1,2,1,2,4,4,2,1,1,1,2,2,1,1,3,1,1,2,1,2,1,1,1,1,2,3,3,3,3,4,2,3,4,4,4,4,4,3,3,4,3,4,3,3,4,4,1,1,2,1,2,1,1,1,1,1,2,2,2,3,3,3,2,2,2,2,2,2,2,3,3,3,3,3,3,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,6,5,2,1,0.36,1.55,2.00,1.29,1.25,3.83,3.60,2.67,2.00,4.00,4.00,3
Romania,41,1,ISCED3A,1,41301324,413013241,413013241102,244.1975,2,19,16,9,3,3,1,2,2,1,1,4,4,1,2,1,3,M,3,3,1,1,2,4,2,2,1,1,2,2,1,2,2,1,1,1,1,1,1,1,1,5,4,4,2,1,1,1,4,4,4,2,4,2,2,2,3,4,4,1,1,1,1,2,2,2,2,2,2,3,2,M,3,4,2,2,2,2,2,4,2,4,2,4,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,3,3,4,1,4,4,3,2,2,2,2,3,3,4,3,3,1,2,2,2,2,2,2,2,2,2,2,2,1,6,5,5,1,0.82,3.18,3.00,2.34,2.00,4.00,3.60,3.08,2.00,3.00,2.29,4
Romania,41,1,ISCED3A,1,41301332,413013321,413013321101,188.5034,3,23,M,M,6,1,1,M,M,2,2,1,7,2,2,2,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,1,2,2,2,1,2,2,M,2,2,M,M,M,1,1,2,1,1,2,1,1,1,1,1,4,M,M,M,M,M,M,1,M,M,1,M,M,M,M,M,M,M,2,M,1,M,M,M,M,M,2,2,M,M,M,2,2,M,M,M,2,3,3,3,3,3,2,2,2,2,2,3,3,3,3,3,3,2,3,2,3,2,2,3,2,2,2,2,2,2,2,2,2,2,2,2,2,M,1,4,3,5,1,0.18,1.45,C,C,C,C,3.02,2.42,2.00,3.00,2.86,1
Romania,41,1,ISCED3A,1,41301332,413013321,413013321102,188.5034,3,23,9,15,6,2,1,2,2,1,2,2,4,1,2,1,2,2,1,1,1,1,1,1,2,2,2,2,1,1,1,2,2,2,2,2,2,2,1,1,2,4,2,4,1,1,1,1,1,2,1,3,3,1,2,1,1,2,1,2,1,1,2,2,3,2,1,1,3,3,3,3,2,4,2,3,2,1,2,1,2,2,3,3,1,2,2,3,2,1,1,2,1,1,1,3,2,2,1,3,2,2,2,3,3,1,2,1,2,2,3,2,2,1,3,2,1,1,1,1,2,1,2,3,1,M,1,1,2,1,2,2,1,3,1,4,1,0.27,1.64,3.00,2.14,2.75,3.50,3.40,2.75,3.33,3.41,3.71,4
Romania,41,1,ISCED3A,1,41301332,413013321,413013321103,188.5034,3,23,17,12,4,2,1,2,2,1,1,2,5,1,2,1,2,2,1,1,1,1,1,1,2,2,2,2,2,1,1,2,2,2,1,1,2,2,1,2,1,4,1,4,1,1,1,1,4,2,1,1,1,1,1,1,1,1,2,1,1,2,1,2,2,3,1,1,2,2,2,3,3,4,3,3,2,3,2,3,3,3,3,3,1,2,3,M,1,1,1,2,2,3,3,4,1,2,4,4,3,1,3,4,4,4,4,3,4,4,3,4,3,1,4,3,3,2,2,3,2,2,2,2,2,2,2,2,2,2,2,2,2,5,4,5,1,0.45,1.45,3.17,2.14,2.00,2.80,3.40,1.67,1.33,3.00,2.57,2
Romania,41,1,ISCED3A,1,41301355,413013551,413013551101,188.5034,3,23,18,8,2,2,1,2,2,1,1,2,5,1,2,1,2,2,2,2,1,1,2,2,2,2,2,1,2,1,1,1,1,1,1,1,2,2,1,1,1,5,2,2,2,1,1,1,2,2,2,2,4,1,2,2,1,2,2,1,1,1,2,2,2,3,2,2,3,2,3,3,2,3,3,2,3,3,3,3,3,3,4,3,1,2,2,2,1,1,2,1,2,2,2,1,1,2,2,2,2,1,1,1,1,1,2,3,4,4,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,1,1,3,1,5,1,0.82,2.00,2.67,2.43,1.75,3.33,3.40,3.50,1.33,3.75,4.00,4
Romania,41,1,ISCED3A,1,41301355,413013551,413013551102,188.5034,3,23,18,8,3,2,1,1,2,1,1,2,6,1,2,1,4,3,4,M,4,4,4,1,2,2,2,2,2,2,1,2,2,2,2,2,2,2,1,1,2,5,1,1,2,4,1,1,3,3,1,1,3,1,1,1,2,1,2,2,1,1,1,1,2,2,2,1,3,2,3,3,1,4,3,2,2,1,1,M,2,3,3,4,1,1,2,1,1,2,1,3,3,4,2,1,1,2,2,3,3,1,1,1,1,3,4,1,4,3,2,3,2,1,3,2,1,1,2,2,3,2,2,2,3,1,1,2,1,1,2,3,1,4,2,4,1,0.27,1.73,3.17,2.43,1.88,2.50,3.80,3.00,2.33,3.38,3.14,4
Romania,41,1,ISCED3A,1,41301355,413013551,413013551103,188.5034,3,23,18,8,4,2,1,2,1,1,1,4,3,1,2,1,3,3,3,3,1,1,3,2,3,2,2,1,2,1,1,2,2,1,1,1,2,2,1,1,1,5,2,2,4,1,1,1,4,4,3,2,4,1,3,2,1,2,2,1,1,1,1,4,4,3,4,2,3,4,4,4,4,4,4,4,4,4,3,4,4,4,4,4,1,1,2,1,1,2,1,1,1,1,2,2,1,3,3,1,3,1,1,3,3,2,3,2,3,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,4,2,4,1,0.64,2.55,1.67,1.00,1.00,3.67,3.80,2.75,2.67,4.00,4.00,4
Romania,41,1,ISCED3A,1,41301383,413013831,413013831101,188.5032,3,18,14,4,6,2,1,2,2,1,M,3,5,M,M,1,3,3,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,2,2,1,1,1,1,M,2,1,1,4,1,1,1,1,2,3,1,1,1,1,4,4,4,2,3,4,4,3,4,4,4,4,4,4,4,3,4,4,4,3,4,1,2,2,3,2,2,1,1,1,1,1,1,1,1,1,2,2,1,1,2,3,2,2,2,3,3,3,2,2,1,2,2,2,1,2,2,1,2,2,2,2,2,2,2,2,2,2,3,1,3,1,5,1,0.18,1.76,1.50,1.14,1.25,3.50,3.40,3.25,2.33,3.00,3.29,3
